time,Building 1,Building 2,Building 3,Building 4,Building 5,Building 6,Building 7,Building 8,Building 9,Building 10,Building 11,Building 12,Building 13,Building 14,Building 15,Building 16,Building 17,Building 18,Building 19,Building 20,Building 21,Building 22,Building 23,Building 24,Building 25,Building 26,Building 27,Building 28,Total,costData,Emissions,,GHI,Solar_Power,,,,Solar_Power_2,,"Solar Power (kW, 22 Panel)",
5475,0.428174006,0.459078724,0.405614221,0.387557299,0.605319164,0.426513843,0.484883463,0.460572284,0.466932625,0.47280052,0.350328571,0.352131801,0.422927431,0.377510783,0.527351446,0.546781899,0.815770024,0.354225552,0.776867208,0.458808769,0.350224612,0.372994578,0.515126012,0.53009509,0.675997169,0.397438058,0.410625151,0.351382718,13.18403302,0.10388,0.582828,0.047689098,0,0,0.428174006,0.428174006,0.044478716,0,,0,
5476,0.473949406,0.528773892,0.463448471,0.455139025,0.525901918,0.495082914,0.523525199,0.837318698,0.839628733,0.508766557,0.394009275,0.408846787,0.740524431,0.431081705,0.43367735,0.61128724,0.656407683,0.413877951,0.690476688,0.467701563,0.470453849,0.446319424,0.435994565,0.518828335,0.545095288,0.452402372,0.448913222,0.407420267,14.62485281,0.10388,0.561849,0.054929032,0,0,0.473949406,0.473949406,0.049233864,0,,0,
5477,0.54689998,0.613501023,0.53892022,0.531229297,0.570284656,1.21397241,0.58101514,0.980787589,0.729642817,0.578055153,0.446941994,0.835103509,1.28393551,0.490815475,0.740741489,0.686784666,0.578870304,0.485402913,0.536883772,0.519336791,1.717177825,0.519336633,0.836735218,0.584722625,0.488861281,0.94121624,0.498218581,0.475207628,19.55060074,0.10388,0.557918,0.063730486,0,0,0.54689998,0.54689998,0.05681197,0,,0,
5478,1.020603791,1.122622554,0.598408371,0.584124556,1.226852241,1.107144766,1.056220123,0.797182886,1.038984391,0.636538601,0.883060936,0.68429767,1.221260561,0.538431999,1.226368421,1.20664059,0.618005435,0.542878335,0.532992839,0.548106586,0.946030161,0.570047378,0.565618946,1.288391512,0.510785412,0.776233633,0.525820255,0.943511299,23.31716425,0.10388,0.415868,0.116618031,4,0.0255056,0.995098191,0.995098191,0.1033708,0.006712,,0.0295328,
5479,1.024244624,0.838085984,0.765897546,0.839884873,0.59159178,0.937793202,1.017046071,0.763370404,1.007377515,0.792038016,0.506766982,0.766543403,0.503219546,0.309379061,0.985965401,0.802045255,0.366118022,0.571159973,0.321177326,0.957501432,0.526420136,0.326966432,0.776300339,0.460483098,0.326385907,0.473608269,0.355662056,0.626196857,18.53922951,0.10388,0.560564,0.087060372,60,0.382584,0.641660624,0.641660624,0.066655706,0.10068,,0.442992,
5480,0.895955638,0.359027087,0.875343873,1.528656457,0.260363599,0.82481224,0.471116037,1.47128373,0.528155891,0.464712723,0.244650725,0.38842446,0.688560337,0.223236139,0.906708306,0.454087208,1.122469115,0.577363425,0.223302605,1.705589146,0.228069802,0.220915235,0.488520051,0.331598163,0.245853947,0.644208579,0.679697342,0.36618214,17.418864,0.10388,0.562,0.037295734,63,0.4017132,0.494242438,0.494242438,0.051341904,0.105714,,0.4651416,
5481,0.493105458,0.672188888,0.479709617,0.275651112,1.348700001,0.626437376,0.214708116,0.275866018,2.046563933,0.643584603,0.186885349,0.228613236,0.784348128,0.221918052,0.806327787,0.228640653,0.600432633,0.248496774,0.24324683,3.190789702,0.689511422,0.246891162,0.953763682,0.25948706,0.243949901,0.372412221,0.454371724,0.299941218,17.33654266,0.10388,0.573076,0.069826982,193,1.2306452,-0.737539742,0,0,0.323854,,1.4249576,
5482,0.233064986,0.666937536,0.23493906,0.272909669,1.175099381,0.488880719,0.212724026,0.665323677,0.859963873,0.595749054,0.194383956,0.226642267,0.696586821,0.27355853,0.677904002,0.262053988,0.235427608,0.527053555,1.515096011,0.544131526,0.255520453,0.270181296,1.831204832,0.622440145,0.244525355,0.211462445,0.349433876,0.597294912,14.94049356,0.10388,0.585549,0.069281471,453,2.8885092,-2.655444214,0,0,0.760134,,3.3445896,
5483,0.233526791,0.85667909,0.243250333,0.730742226,3.544962782,0.587898082,3.90649629,0.656371759,0.235415398,0.212273394,0.569270801,1.86006273,0.434087615,0.271248535,0.668203783,0.643073381,0.952575109,0.35392406,1.595513856,0.530617403,0.223240638,2.854675329,0.645635311,0.258116053,0.54725189,0.211462445,0.273041728,0.810867046,24.91048386,0.10388,0.577612,0.088991824,597,3.8067108,-3.573184009,0,0,1.001766,,4.4077704,
5484,0.704091185,0.812121037,0.310260901,0.58407933,3.279231927,0.362630764,1.603864282,0.243548193,0.826541367,0.319988223,0.188394979,1.687360079,0.179701495,0.663973325,0.651634994,0.405317848,0.406380984,0.99310363,0.763229112,0.702607086,0.310866958,0.320898857,2.056332339,0.260858066,0.704929116,0.251105526,0.447424013,0.277520757,20.31799637,0.10388,0.57557,0.084363133,818,5.2158952,-4.511804015,0,0,1.372604,,6.0394576,
5485,0.236890618,0.665746075,1.391832802,0.277981327,0.946612427,0.419375934,0.549095505,0.39588709,0.640771584,1.0439397,1.122028505,0.230425674,0.309809552,0.283992494,0.212886157,1.484961711,0.448793297,1.016754913,0.386538603,0.496317398,0.798083888,0.47277002,1.607898887,0.328791651,0.224556848,0.65025031,2.841489803,0.386253883,19.87073665,0.10388,0.578935,0.069157702,875,5.57935,-5.342459382,0,0,1.46825,,6.4603,
5486,0.419065061,0.267835089,0.576714988,0.86365755,0.548030139,0.480851207,0.359832531,1.170749669,0.611487589,0.214487076,0.422586335,0.403273002,0.367039409,0.422860413,0.282165009,1.310848455,0.815245195,0.575429886,0.331938028,0.420576589,0.324671699,0.555648322,0.957488052,0.339689799,0.42667962,0.21448105,0.642087537,0.406258784,14.73167808,0.19015,0.561925,0.050928842,723,4.6101372,-4.191072139,0,0,1.213194,,5.3380536,
5487,0.625231416,0.589566261,0.598619913,0.797629252,0.898232222,1.064878251,0.635159363,0.448799195,3.336897104,0.514105362,0.500955719,1.010922472,0.453452436,0.597078138,0.383103057,0.723911608,1.065129205,0.774734126,0.550521554,0.579172269,0.459487641,1.041200678,0.371053261,0.443942658,0.616480035,0.410500277,1.071348211,0.489578726,21.05169041,0.19015,0.545104,0.112106025,317,2.0213188,-1.396087384,0,0,0.531926,,2.3404744,
5488,1.669236592,1.269518165,0.852979413,0.937069641,0.778740209,0.61778749,1.181145348,0.764784865,1.258881405,1.428964167,0.584461246,0.693216796,0.585802531,5.837615578,0.595730793,0.723910101,0.797031697,1.070138411,1.124409667,0.699343935,0.746783521,0.979104033,0.559050786,1.067823899,1.193546956,0.640223034,3.279076506,0.993709902,32.93008669,0.27643,0.534672,0.350932906,288,1.8364032,-0.167166608,0,0,0.483264,,2.1263616,
5489,1.446228983,2.917419302,0.660578985,0.820173101,0.697549203,0.674609055,0.582309944,0.692577665,0.408988362,0.43580422,1.27365333,0.520680311,0.527692405,0.49544481,0.500055931,1.089144467,0.659409632,0.520329735,0.762331801,1.243984803,0.742193076,1.108524236,1.13158785,1.625769684,0.392117895,1.265524484,0.380419502,0.656007749,24.23111052,0.27643,0.537885,0.806462218,312,1.9894368,-0.543207817,0,0,0.523536,,2.3035584,
5490,1.070072276,2.398356786,1.370930954,0.945904668,1.212223672,0.494197319,0.336256672,0.498047471,0.518527088,0.493786598,0.7636256,0.964398648,0.826994925,1.305777389,0.908341885,0.445953314,0.552878231,0.341541359,0.717453574,1.091415463,0.622747352,0.68592004,0.820487806,0.767256221,0.477340898,0.54782505,0.870172422,0.943631725,22.9920654,0.27643,0.545974,0.662977766,178,1.1349992,-0.064926924,0,0,0.298684,,1.3142096,
5491,0.526151701,0.362267604,0.546298369,0.322632271,0.260382469,0.9036272,0.630243333,0.829346466,0.678203281,0.428545009,0.240786704,0.761037726,0.552804778,0.288199749,0.499238761,1.923878929,0.861053853,0.997414919,1.01862525,0.513171208,0.504954284,0.320001846,1.081413134,0.905775522,0.913914312,1.110590129,0.690492792,0.795966007,19.46701761,0.27643,0.555461,0.100141634,39,0.2486796,0.277472101,0.277472101,0.076701613,0.065442,,0.2879448,
5492,0.387734832,0.718985423,0.316799773,0.366660951,0.292463019,0.342937907,0.826307944,0.512773949,0.353562569,0.688201877,0.259251645,0.639666647,0.294880713,0.32781848,0.320957328,2.398261673,0.317736882,0.671414882,0.467770577,0.244367167,0.438901773,0.30927408,0.336206911,0.390445811,0.771442377,0.699796938,0.659171606,0.743990881,15.09778462,0.10388,0.550736,0.074688206,0,0,0.387734832,0.387734832,0.040277894,0,,0,
5493,0.315965458,0.384848086,0.272757732,0.7277803,1.50835824,0.262402283,0.449403811,0.815832453,0.712151767,0.245924332,0.635836774,0.622514889,0.614457958,0.673986576,0.754632785,0.625599197,0.273447908,0.681624696,0.295296134,0.2480588,0.662221346,0.282998356,0.343484456,0.884943745,0.428093248,2.182497382,0.243750128,0.385398851,16.53426769,0.10388,0.552777,0.039978019,0,0,0.315965458,0.315965458,0.032822492,0,,0,
5494,0.277997166,0.678908393,0.70936552,0.303180376,2.468007193,1.942510237,0.287061708,0.419991045,0.817277169,0.667340071,0.771768118,0.240939794,0.303376427,0.304241061,0.705571446,0.29972496,0.715366713,0.624548156,0.233694758,0.199764988,0.271525155,0.654660793,0.235988979,0.810047917,0.288823703,0.372877528,0.176421022,0.294615522,16.07559592,0.10388,0.546578,0.070525004,0,0,0.277997166,0.277997166,0.028878346,0,,0,
5495,0.614764782,0.28936277,0.643201257,0.225659282,0.320552207,0.909571234,0.201787409,0.185859449,0.787399562,0.33584863,0.334046249,0.206986034,0.179503517,0.199411373,0.284576775,0.641958087,0.431707401,0.885921818,0.202020824,0.174517948,0.225906143,0.277478759,0.231503859,0.630243824,0.20977461,0.223137959,0.583741869,0.234629905,10.67107353,0.10388,0.544235,0.030059005,0,0,0.614764782,0.614764782,0.063861766,0,,0,
5496,0.357820201,0.218256571,0.357705257,0.223920022,0.221622102,0.207844969,0.612609971,0.210486907,0.422373707,0.246161175,0.196241821,0.205274817,0.183891026,0.558886802,0.21215924,0.587717829,0.257753249,0.379368037,0.548500153,0.195514287,0.224189317,0.220164396,0.229751137,0.342587924,0.2006981,0.212411124,0.408134046,0.224566792,8.466610978,0.10388,0.554856,0.022672493,0,0,0.357820201,0.357820201,0.037170362,0,,0,
5497,0.333375753,0.335992367,0.345790155,0.282772325,0.343108194,0.649533421,0.54188473,0.344809642,0.384001773,0.362108956,0.280105436,0.284671398,0.318369639,0.477406556,0.281275544,0.483839136,0.329039772,0.296070797,0.430311978,0.309854277,0.341879354,0.271517309,0.28463166,0.815144713,0.26366117,0.340671678,0.354785707,0.278471416,10.36508486,0.10388,0.557994,0.034902887,0,0,0.333375753,0.333375753,0.034631073,0,,0,
5498,0.360613661,0.400356602,0.381686913,0.349158879,0.416540102,0.529177099,0.454717769,0.418219538,0.433976667,0.431345923,0.334400339,0.333040608,0.378824314,0.376675092,0.333493629,0.492302,0.376232615,0.315317348,0.323003315,0.377659245,1.114519121,0.718819159,0.34509572,0.604156031,0.308784287,0.384624528,0.384626595,0.328658001,12.0060251,0.10388,0.57232,0.041589044,0,0,0.360613661,0.360613661,0.037460547,0,,0,
5499,0.444405687,0.501397878,0.463727094,0.424380425,0.496862518,0.476520927,0.510875571,0.490810159,0.510791369,0.509701703,0.385947109,0.399475082,0.449583429,0.42397752,0.400266928,0.585736893,0.45966923,0.387513144,0.357652231,0.447369865,0.718529947,0.592349657,0.734305837,0.553154319,0.372518695,0.458618425,0.445191204,0.391438633,13.39277148,0.10388,0.594206,0.052085212,0,0,0.444405687,0.444405687,0.046164863,0,,0,
5500,0.531092922,0.59371765,0.539973337,0.512932763,0.568605124,0.53931063,0.578771511,0.568017303,0.581130224,0.579558416,0.427966334,0.468884998,0.51252381,0.487454563,0.466590485,0.673363612,0.536151058,0.463905714,0.428397552,0.820522166,0.624370697,0.538630991,0.643901022,0.590556559,0.444081659,0.526232256,0.501710869,0.467989965,15.21634419,0.10388,0.571602,0.061675389,0,0,0.531092922,0.531092922,0.055169933,0,,0,
5501,0.563681977,0.622890284,0.563123312,0.553387256,0.972093336,0.566366764,2.975180657,0.583705844,0.600428162,0.594290488,0.442632373,0.496874547,0.527839294,0.507046007,0.492174524,0.698785869,0.560278982,0.504134979,0.462494738,0.658889381,0.535513544,0.545356679,0.568579224,0.623950923,0.78982079,0.543465866,1.009855707,0.504113065,19.06695457,0.10388,0.560413,0.064705843,0,0,0.563681977,0.563681977,0.058555284,0,,0,
5502,0.637165176,0.698431965,0.95043612,0.623301387,1.027859147,0.634963209,4.34550133,0.644928993,1.113633317,0.652321685,0.483246884,0.553272967,0.579994336,0.572527856,0.545415707,0.784756424,0.623853407,0.580315269,0.531042973,0.594555793,0.57586024,0.618319434,0.612163502,0.694582837,0.694285173,0.914716946,0.708640687,1.002778101,22.99887086,0.10388,0.456654,0.072553113,17,0.1083988,0.528766376,0.528766376,0.054928251,0.028526,,0.1255144,
5503,0.987533079,0.572167793,0.68810037,0.924179128,0.803048178,0.521921713,1.953770364,0.995946328,0.971614152,0.984854895,0.757798568,0.464598959,0.488800153,0.502171713,0.459747696,1.127852276,0.514709266,0.575290178,1.010099096,0.511460918,0.483952991,0.959804932,0.56074103,0.610450009,0.511181468,0.664313863,0.518593599,0.702129889,20.8268326,0.10388,0.568313,0.05943679,190,1.211516,-0.223982921,0,0,0.31882,,1.402808,
5504,0.662234355,0.629229208,0.339652046,0.513066204,0.753035206,0.538986352,1.865452979,0.877524591,0.505904018,0.72419183,0.440371266,0.300349529,0.335657807,0.670173016,0.487579714,0.634395553,0.297550757,1.121735129,0.58713492,0.680682113,0.653298035,1.090033738,0.836932432,0.853944003,0.326977066,0.744471459,0.876557831,0.778837915,19.12595907,0.10388,0.573529,0.06536433,407,2.5951948,-1.932960445,0,0,0.682946,,3.0049624,
5505,0.334036123,0.357630707,0.211182107,0.242370091,0.44358789,0.541548424,0.723610454,0.417629927,0.273979266,0.346148039,0.671494921,0.676939905,0.449545787,0.388634201,1.487944984,0.314052053,0.508740006,0.936235361,0.222113928,0.401157679,3.540330981,0.420422884,0.7455347,0.593635586,0.674481167,0.445148593,1.001256364,0.502511836,17.87190396,0.10388,0.584869,0.037150678,610,3.889604,-3.555567877,0,0,1.02358,,4.503752,
5506,0.780422825,0.21727456,0.209821757,0.248050163,0.638004695,0.539595437,0.309679333,0.19812087,0.599737448,0.233545313,0.495049477,0.382488875,0.212772525,0.21990485,0.236133219,0.226667938,0.688422161,0.572620842,0.240766222,0.620043105,1.820103877,0.244812737,0.38720035,0.321242905,0.401897547,0.693952608,0.711903825,0.296583941,12.74681941,0.10388,0.584453,0.022570481,717,4.5718788,-3.791455975,0,0,1.203126,,5.2937544,
5507,0.994078047,0.21727456,0.528568017,0.712788357,0.68587673,0.540086846,0.213020778,0.540656969,0.28999388,0.870505145,0.872596521,0.554701463,0.231808144,0.220223516,0.288964645,0.563017652,0.828873919,0.549812268,0.539333181,0.462582054,0.771566131,0.245241537,0.254558021,0.354428089,0.221197869,0.4701283,0.251613393,0.731808087,14.00530412,0.10388,0.582866,0.022570481,744,4.7440416,-3.749963553,0,0,1.248432,,5.4931008,
5508,0.726024758,0.287255146,0.654961319,0.452396227,0.244562797,0.543478138,0.695662108,0.183422562,0.533515897,0.29456641,0.240181646,2.460545,0.608540656,0.671423176,0.866860983,0.230423053,0.239023651,0.346665124,0.494043546,0.191810797,0.746391598,0.649404019,0.258014334,0.655564313,0.224524269,1.571995001,0.188907065,0.608987112,15.8691507,0.10388,0.583471,0.029840065,779,4.9672156,-4.241190842,0,0,1.307162,,5.7515128,
5509,0.260838637,0.771700628,0.238540708,0.482896075,0.242055321,0.71654509,0.41722553,0.183586016,0.316684045,0.332535179,0.282929902,1.677999447,0.217256899,0.62541584,1.169580923,0.429497791,0.285649624,0.665209567,0.427295105,0.662260444,1.660330631,0.222094583,0.291078319,0.359381428,0.657696899,0.853061024,0.665543952,1.423181132,16.53807074,0.10388,0.583319,0.080164261,633,4.0362612,-3.775422563,0,0,1.062174,,4.6735656,
5510,0.720409428,0.442923596,0.346110372,1.443728773,0.334534277,0.231605092,0.218330329,0.638845459,0.396094906,0.765005698,0.340725243,0.981268547,0.370500588,0.786075334,0.289150158,0.897345457,0.349933543,0.3550598,0.33598783,0.609566063,0.810429681,0.615323514,0.705152746,3.992095013,0.244136033,0.419589742,0.188134031,1.320529494,19.14859075,0.10388,0.560451,0.046010903,446,2.8438744,-2.123464972,0,0,0.748388,,3.2929072,
5511,0.262558621,0.845698335,0.391663823,1.366615611,0.710926991,0.39088794,0.81097026,0.221303084,0.852102988,0.264628865,0.785432575,1.232840144,0.394146934,1.040303846,0.432258101,0.542670523,0.359340893,0.224843992,0.360263288,0.417202143,0.259034776,0.221160097,0.25852917,1.205466884,0.284280218,0.444864967,0.319410606,0.617164504,15.51657018,0.10388,0.351798,0.087851143,448,2.8566272,-2.594068579,0,0,0.751744,,3.3076736,
5512,0.892808837,0.40982179,0.809712537,0.66517976,0.314466684,0.885533158,0.356779823,0.453406365,0.697181235,0.484951406,0.398280742,0.411788781,0.469993425,0.257966593,0.927510458,1.106330551,0.830619929,0.341641327,0.885112526,0.25868665,0.888587339,0.759014329,0.406686412,0.448894211,0.729692362,0.512626766,1.181252032,2.663471696,19.44799772,0.10388,0.552362,0.042572288,442,2.8183688,-1.925559963,0,0,0.741676,,3.2633744,
5513,0.903161314,1.094645756,0.782439781,0.883022582,0.573480593,0.662183627,0.412471189,0.607324535,0.432225651,2.087168239,0.378726256,1.104137953,0.833951966,1.313524054,0.470597621,0.547646034,0.421166491,1.956785954,0.419618311,0.884998319,0.735141014,0.654387323,0.922528378,0.573365943,0.648311356,1.030294801,0.302292418,0.941897646,22.5774951,0.10388,0.561811,0.113711801,298,1.9001672,-0.997005886,0,0,0.500044,,2.2001936,
5514,0.629918332,0.697187086,1.15853802,1.04806788,0.516389851,0.985277446,0.421439848,0.871562682,0.810417116,0.381230662,0.419526254,0.605508169,0.698745839,0.800462273,0.526428525,1.832986986,0.645991019,1.984858405,1.111272156,0.792297862,0.343114938,0.572109177,0.328599933,1.036886197,0.756895238,0.394020198,0.424681421,0.764591078,21.55900459,0.10388,0.56854,0.072423794,228,1.4538192,-0.823900868,0,0,0.382584,,1.6833696,
5515,0.938956385,1.58522365,1.797748913,0.798215554,2.995888165,0.814166419,0.736253687,0.808246001,0.241220714,1.568861112,0.571010104,0.363244891,0.909470426,0.288199749,0.889534825,1.746022967,0.958971803,0.735464089,0.320205571,0.81073291,0.562131791,0.90443473,0.436452337,0.434059545,2.587129712,0.90078605,0.692671317,0.939779896,27.33508331,0.10388,0.573,0.164673033,29,0.1849156,0.754040785,0.754040785,0.078329757,0.048662,,0.2141128,
5516,0.352826342,0.797754864,0.544384738,0.724207004,0.317112777,0.836392499,0.244321033,0.257898324,0.202395216,0.518949821,3.660474613,1.438385128,0.75078517,0.704235854,0.755514227,2.153231911,3.633855715,1.003099229,0.79882612,0.274803285,1.078973218,0.470522157,0.430087202,0.390445811,1.006524102,0.720241407,0.625748431,0.561352502,25.2533487,0.10388,0.567368,0.082870775,0,0,0.352826342,0.352826342,0.0366516,0,,0,
5517,0.729536059,0.599185423,0.676760535,0.389441393,0.625047202,0.352733458,0.24733289,0.26201504,0.686192814,0.29154774,3.594231755,0.63631864,1.018548899,0.376134867,1.564950559,0.260877687,0.666351898,0.554334974,2.049528521,0.281069762,0.781798504,0.724792248,0.395589232,0.809240047,1.062987489,0.372975935,0.267576217,0.385398851,20.66249864,0.10388,0.559355,0.062243382,0,0,0.729536059,0.729536059,0.075784206,0,,0,
5518,0.357712043,0.319713779,0.348926081,1.111932822,0.357253077,0.792433507,0.197892878,0.232476799,0.622190493,0.255888288,3.342769935,0.671470014,0.561400326,0.686847432,0.309010306,0.240994665,0.339869784,0.291331005,0.71819861,0.220438803,0.831648607,0.644826826,0.728744109,0.435951514,0.481431398,0.746396261,0.176421022,0.294615522,16.31878591,0.10388,0.561245,0.033211867,0,0,0.357712043,0.357712043,0.037159127,0,,0,
5519,0.229210739,0.246037721,0.607162164,0.760742329,0.228208238,0.486530257,0.237794183,0.596184677,0.338466624,0.649652212,2.633569521,0.33327783,2.935652904,0.393730198,0.233251404,0.215047936,0.659336034,0.233718527,0.619267907,0.541919392,0.633841096,0.2314912,0.76382098,0.296596549,0.243177696,0.819017669,0.185352138,0.243203149,16.59526127,0.10388,0.560224,0.025558398,0,0,0.229210739,0.229210739,0.023810412,0,,0,
5520,0.668393756,0.262416299,0.445169654,0.438697586,0.261424207,0.253321635,0.27703345,0.469081599,0.278937651,0.484175243,0.208718247,0.22388059,0.249487736,0.263636685,0.210920714,0.299523294,0.913522504,0.224004956,0.354807445,0.436144579,0.386121627,0.599856451,0.423203646,0.260186565,0.2044128,0.489378983,0.246711481,0.637208097,10.47037748,0.10388,0.566347,0.027259805,0,0,0.668393756,0.668393756,0.069432743,0,,0,
5521,0.680615488,0.373242948,0.381620883,0.346988949,0.381549118,0.332110499,0.393574566,0.401337032,0.388952341,0.419557907,0.295473542,0.29522894,0.350995203,0.326356352,0.270074979,0.432368575,0.70962367,0.302287067,0.298231645,0.387576807,0.362118311,0.512325539,0.340597021,0.348102405,0.291079209,0.379576953,0.696526167,0.509868347,11.20796046,0.10388,0.561547,0.038772477,0,0,0.680615488,0.680615488,0.070702337,0,,0,
5522,0.528409739,0.894890826,0.443108093,0.409999165,0.469642487,0.420840225,0.480235908,0.467702114,0.476183181,0.477977945,0.352114255,0.372484943,0.427233789,0.401326665,0.332200177,0.865181816,0.53861516,0.370448198,0.350974148,0.441466377,0.423322312,0.420520632,0.387712773,0.441161272,0.367382012,0.782635862,0.576839091,0.415837411,13.33644658,0.10388,0.554894,0.092961259,0,0,0.528409739,0.528409739,0.054891204,0,,0,
5523,0.545300248,0.78098455,0.524524495,0.499354886,0.943645586,0.515769501,0.558714185,0.545356919,0.556943849,0.551961894,0.406934507,0.447298671,0.496979434,0.476866548,0.406173105,0.802045277,0.53645658,0.452401972,0.428503237,0.504841609,0.497149521,0.482622599,0.470060281,0.536019628,0.439142441,0.677330989,0.507335054,0.465092512,15.05581008,0.10388,0.549035,0.081128675,0,0,0.545300248,0.545300248,0.05664579,0,,0,
5524,0.610032525,0.70463715,0.601616679,0.583544385,0.797314275,0.75147457,0.627267464,0.614659628,0.627175942,0.62633926,0.469801293,0.51655622,0.557764301,0.545886133,0.489809083,0.761173058,0.602895402,0.550872331,0.495869222,0.561961351,0.556786812,0.562613764,0.550934068,0.620870035,0.505524659,0.595874048,0.543190827,0.531731643,16.56417613,0.10388,0.538981,0.073197707,0,0,0.610032525,0.610032525,0.063370179,0,,0,
5525,0.625807582,0.685308824,0.60944078,0.604814504,0.643459785,0.900097257,0.928742445,0.613526701,0.62759858,0.625440813,0.474330557,0.532670472,0.869518647,0.55248094,0.823598633,0.742899001,0.969992055,0.896800975,0.512533102,0.563033972,0.567417923,0.584520713,0.573560602,0.655450132,0.520737522,0.580340382,0.539731714,0.550579335,18.37443395,0.10388,0.533991,0.071189881,0,0,0.625807582,0.625807582,0.065008892,0,,0,
5526,0.671478859,0.733114218,0.652608174,0.654642986,0.660929301,0.853525223,0.803712729,0.66411953,0.667975585,0.673846695,0.503413924,0.57458426,0.742884686,0.998953337,0.693277336,0.790708902,0.822504927,0.825616523,0.553044944,0.944969902,1.09696223,0.650685679,0.621452479,0.719866955,0.561194155,0.632017166,0.580002367,0.592559548,19.94065262,0.10388,0.564722,0.076155905,7,0.0446348,0.626844059,0.626844059,0.065116561,0.011746,,0.0516824,
5527,0.364190774,0.386092065,0.348760642,0.356223869,0.420834192,0.381181938,0.413385513,0.398483254,1.162670858,0.740629145,0.851359383,0.317051746,0.722483858,0.552588069,0.344730856,0.459099947,0.39991293,0.482763419,0.604897208,0.536294652,0.610783376,0.834027304,0.417761583,0.481799213,0.779990878,0.454957951,0.785427117,0.471431837,15.07981358,0.10388,0.575873,0.040107244,166,1.0584824,-0.694291626,0,0,0.278548,,1.2256112,
5528,0.211665299,0.820352979,0.655236961,0.224659323,0.702784623,0.232030088,0.300385026,0.584234129,0.999571471,0.436762072,4.507654687,0.50187297,0.432425695,0.745254451,0.239723816,0.35443788,0.26558448,0.346476148,0.383239728,0.272180374,0.307366765,0.482168822,0.742152769,0.815927304,1.001686615,1.156962963,0.468639537,0.981659614,19.17309659,0.10388,0.563588,0.085218267,379,2.4166556,-2.204990301,0,0,0.635962,,2.7982328,
5529,0.235059183,0.26799786,0.728337354,0.224284339,0.203890119,0.230784656,0.214708116,0.290351151,0.214819023,0.236135609,1.795302647,0.815284957,0.805208181,0.583129911,0.710706404,0.251364141,0.713378628,0.248496774,0.222113928,0.661688765,0.257854597,0.272975152,0.438046466,0.961626256,0.274670518,1.250283549,0.578824947,0.87324831,14.56057154,0.10388,0.571753,0.027839618,533,3.3986212,-3.163562017,0,0,0.894374,,3.9352456,
5530,0.803184409,0.447312081,0.847628155,0.222920063,0.202036969,0.495557054,0.550864142,0.180710034,0.212836354,0.613785752,0.443078684,0.390006408,0.230810113,0.242763751,0.718128181,0.248778782,0.530757214,0.597202687,0.684526657,0.563142031,0.690268335,0.654473484,0.279006186,0.471504107,0.581823716,2.434298921,0.801602973,0.394172155,15.5331794,0.10388,0.585096,0.046466779,709,4.5208676,-3.717683191,0,0,1.189702,,5.2346888,
5531,0.916870242,1.219509111,0.235291677,0.790189317,0.291525476,0.334641475,1.355511149,0.545635574,0.30058361,0.212273394,0.185297261,1.091943631,0.32264081,0.672147583,0.288964645,0.384483666,1.17189178,0.222839317,0.287205069,0.269580631,0.424433324,0.623403031,0.611234176,1.426714668,0.242540933,0.770292865,1.058703356,0.673639999,16.92998777,0.10388,0.585701,0.126682606,237,1.5112068,-0.594336558,0,0,0.397686,,1.7498184,
5532,0.44048773,0.301037142,0.78053242,1.019079601,0.80025944,0.686656062,1.734845772,0.183422562,0.372516391,0.373075361,1.023336639,0.391148277,0.787492984,0.247365895,0.364745673,0.436777478,0.856409549,0.652709431,0.336921877,0.900243877,0.258715188,0.584003037,0.258014334,0.326962679,0.574948327,1.204031263,0.569976547,0.550660453,17.01637599,0.10388,0.587061,0.031271738,499,3.1818236,-2.74133587,0,0,0.837322,,3.6842168,
5533,0.779917309,0.888604573,0.32299841,0.323048172,0.538293217,1.108484812,0.397119883,0.364637262,0.792519792,0.697483858,0.318899548,0.388369944,0.217256899,0.605033646,0.364033389,0.475211717,0.353838467,0.5503845,0.452108381,0.338392805,0.294746107,0.222094583,0.258036623,0.759475536,0.31641442,0.410458977,0.172411272,0.251717015,12.96199112,0.10388,0.48746,0.092308243,111,0.7077804,0.072136909,0.072136909,0.007493582,0.186258,,0.8195352,
5534,0.292189981,0.361823919,0.280250954,0.610411512,0.369433131,0.476739143,0.859873606,0.64102219,0.222858925,0.250440202,0.337401489,0.423679579,0.389588927,1.006807413,0.366666283,0.859571646,0.450084455,0.225890172,1.132584279,0.2307835,0.412740116,0.276696912,0.312472101,0.323368168,0.348898531,0.307222428,0.285228311,0.250480585,12.30520846,0.10388,0.311618,0.037586269,452,2.8821328,-2.589942819,0,0,0.758456,,3.3372064,
5535,0.541377278,0.706750562,0.441832907,3.777251861,0.486819423,2.216362987,0.348168384,1.03332998,0.447615035,0.458893345,0.41189179,0.580801956,0.852812904,1.698326117,0.887763031,0.464842349,1.262592209,0.263299885,0.347679704,0.817810025,0.913939149,0.390609667,0.3772417,0.393633345,0.825522414,0.413323785,0.764377118,0.771973749,22.89684266,0.10388,0.329988,0.073417248,168,1.0712352,-0.529857922,0,0,0.281904,,1.2403776,
